Date,Site,Species,Pittag,Elastomer,OldNew,Sex,Tissue,SVL,Tail removed,Tail regrown,Weight,LatLoc,Sub,Size,Meso,LongLoc,Stage,PhotoID,PhotoID,PhotoSVL,HeadLength,HeadWidth,TrunkLength,TrunkWidth,HumerousLength,FemurLength,TailWidth,HeightTail,Notes
6/16/2021,LowerParadise,GP,900215000823042,NA,N,U,Y,NA,0,0,1.4,WE,R,20,PL,45,L,108-0345,108-0346,42.36,11.78,7.83,27.76,6.18,3.1,2.92,4.45,5,
6/16/2021,LowerParadise,GP,900215000823091,NA,N,M,Y,NA,0,0,7.4,WE,R,30,PL,415,A,108-0347,108-0348,75.28,17.84,11.17,52.79,12.21,4.53,4.56,8.53,9.39,FLOATED
6/16/2021,LowerParadise,GP,900215000823011,NA,N,U,Y,NA,0,0,1.4,T,R,40,RF,400,L,108-0349,108-0350,38.81,11.52,7.47,26.27,6.14,2.78,2.72,5.06,6.32,
6/16/2021,LowerParadise,GP,900215000823099,NA,N,U,Y,NA,3,2,5.9,T,R,21,RF,398,L,108-0351,108-0352,63.3,16.71,10.43,44.11,10.26,4.41,4.98,7.51,9.7,
6/16/2021,LowerParadise,GP,900215000823060,NA,N,U,Y,NA,10,8,7.4,WE,R,32,RF,431,L,108-0353,108-0354,70.11,18.31,12.67,48.32,11.21,4.39,3.96,8.35,9.47,
6/16/2021,LowerParadise,EB,NA,NA,NA,NA,NA,36,0,0,1.5,WE,R,22,PL,479,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/16/2021,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,52,PL,181,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/16/2021,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,37,RF,308,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/16/2021,LowerParadise,EB,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,28,PL,480,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/18/2021,UpperZigZag,GP,900113001674188,NA,O,U,Y,NA,10,10,3.9,T,R,55,PL,11,L,112-0351,NA,50.19,12.58,10.15,34.43,9.86,3.95,NA,7.29,NA,
6/18/2021,UpperZigZag,GP,999002018052210,NA,O,F,Y,NA,0,0,5.7,WE,R,15,PL,20,A,112-0352,NA,71.07,17.75,10.97,48.6,10.08,4.33,4.61,9.02,NA,
6/18/2021,UpperZigZag,GP,900215000823088,NA,N,F,Y,NA,0,0,5.9,WE,R,45,RF,25,A,112-0353,112-0354,71.96,17.05,NA,50.61,NA,4.68,4,NA,7.92,
6/18/2021,UpperZigZag,GP,900215000823044,NA,N,U,Y,NA,0,0,2.9,T,R,31,RF,34,L,112-0355,112-0356,53.57,14.82,9.49,36.71,8.45,3.86,3.01,6.08,6.92,
6/18/2021,UpperZigZag,GP,900215000823052,NA,N,F,Y,NA,0,0,6.2,WE,R,20,PL,27,A,112-0357,112-0358,70.04,17.84,11.15,50.08,11.07,5.52,4.65,8.35,NA,
6/18/2021,UpperZigZag,GP,900215000823018,NA,N,U,Y,NA,5,0,4.3,WE,R,34,PL,7,L,112-0360,112-0361,56.91,15.01,10.31,40.22,9.63,4.27,3.17,6.97,7.75,
6/18/2021,UpperZigZag,GP,900215000823026,NA,N,F,Y,NA,15,15,8.7,WE,R,56,PL,12,A,112-0363,112-0364,83.78,21.91,12.95,56.27,12.87,NA,6.49,9.72,NA,
6/18/2021,UpperZigZag,GP,900215000823039,NA,N,F,Y,NA,5,0,11.5,WE,R,32,C,4,A,112-0368,112-0367,88.84,22.44,14.05,61.98,13.39,5.09,4.05,10.43,7.54,
6/18/2021,UpperZigZag,GP,900113001674119,NA,O,U,Y,NA,8,8,5.1,T,R,12,RF,52,L,112-0362,NA,60.82,14.93,11.39,41.93,10.45,4.55,NA,8.32,NA,
6/18/2021,UpperZigZag,GP,NA,NA,N,U,N,25,90,0,0.4,WE,R,20,RF,51,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/18/2021,UpperZigZag,GP,900215000823049,NA,N,U,Y,NA,0,0,4.4,T,R,32,PL,72,L,112-0365,112-0366,57.33,15.83,10.52,38.86,10.43,3.98,3.62,7.38,NA,
6/18/2021,UpperZigZag,GP,900215000823020,NA,N,M,Y,NA,5,5,13.2,T,R,36,RF,52,A,112-0376,112-0377,92.86,24.79,14.24,62.03,13.59,4.98,5.7,10.06,8.5,
6/18/2021,UpperZigZag,GP,900215000823071,NA,N,F,Y,NA,0,0,5.8,WE,R,43,PL,46,A,112-0369,112-0370,74.94,17.58,10.88,53.6,10.1,3.98,4.8,8.4,7.21,
6/18/2021,UpperZigZag,GP,900215000823094,NA,N,U,Y,NA,0,0,2.4,T,R,23,RF,162,L,112-0371,112-0372,45.34,11.7,8.27,30.77,7.67,2.1,3.14,5.81,6.47,
6/18/2021,UpperZigZag,GP,900215000823095,NA,N,F,Y,NA,0,0,6.5,T,R,36,RF,82,A,112-0373,112-0375,74.85,18.26,11.63,51.44,11.4,5.45,5.72,9.14,NA,
6/18/2021,UpperZigZag,GP,900215000823047,NA,N,U,Y,NA,10,8,1.9,WE,R,30,RF,159,L,112-0380,112-0381,47.05,12.07,8.83,34.22,7.24,3.09,2.75,5.27,6.09,
6/18/2021,UpperZigZag,GP,900215000823004,NA,N,U,Y,NA,0,0,6.5,T,R,34,PL,43,L,112-0378,112-0379,67.26,15.53,11.05,45.97,10.96,3.45,4.14,8.28,7.45,
6/18/2021,UpperZigZag,GP,900215000823065,NA,N,F,N,NA,80,5,4.3,WE,R,20,RF,164,A,112-0382,112-0383,68.86,15.91,10.1,48.56,10.27,4.73,4.21,9.18,NA,
6/18/2021,UpperZigZag,GP,900215000823087,NA,N,F,Y,NA,0,0,7.9,WE,R,38,PL,242,A,112-0385,112-0386,72.59,17.37,11.17,51.69,11.53,5.26,4.91,8.56,6.64,
6/18/2021,UpperZigZag,GP,999002018052583,GZB1-2O5,O,F,Y,NA,7,0,4.6,WE,R,18,RF,200,A,112-0384,NA,68.59,17.42,10.93,48.2,10,4.79,5.16,8.26,NA,
6/18/2021,UpperZigZag,GP,900215000823001,NA,N,F,Y,NA,10,1,6.0,WE,R,20,PL,226,A,112-0387,112-0388,71.76,17.18,11.15,50.34,10.8,4.01,4.29,8.19,NA,
6/18/2021,UpperZigZag,GP,999002018052045,NA,O,M,Y,NA,0,0,7.8,WE,R,75,PL,257,A,112-0389,NA,84.75,20.78,11.99,54.94,11.14,5.68,5.17,8.75,NA,
6/18/2021,UpperZigZag,GP,900215000823056,NA,N,U,Y,NA,0,0,3.9,T,R,40,RF,252,L,112-0390,112-0391,56.75,12.98,10.31,40.53,9.74,4.94,NA,7.32,8.28,
6/18/2021,UpperZigZag,GP,900215000823083,NA,N,M,Y,NA,15,10,13.9,T,R,40,RF,252,A,112-0393,112-0394,91.48,22.59,14.6,64.04,14.35,5.2,4.86,11.35,10.77,
6/18/2021,UpperZigZag,GP,999002018052470,NA,O,F,Y,NA,0,0,8.2,WE,R,25,PL,299,A,112-0392,NA,82.01,19.36,12.89,58.97,12.62,6.49,3.42,9.73,NA,
6/18/2021,UpperZigZag,GP,900215000823046,NA,N,F,Y,NA,3,3,7.8,WE,R,20,RF,262,A,112-0396,112-0397,77.5,17.18,11.71,54.43,12.04,5.56,4.47,9.31,9.22,
6/18/2021,UpperZigZag,GP,900113001674674,NA,O,U,Y,NA,8,5,4.3,WE,R,33,RF,282,L,112-0395,NA,58.6,14.88,10.5,40.76,9.84,NA,NA,7.19,NA,
6/18/2021,UpperZigZag,GP,900215000823054,NA,N,F,Y,NA,0,0,10.5,WE,R,21,PL,293,A,112-0398,112-0399,79.22,18.06,11.68,54.11,12.65,NA,6.09,9.93,10.28,
6/18/2021,UpperZigZag,GP,900215000823096,NA,N,F,Y,NA,0,0,7.3,WE,R,34,PL,291,A,112-0400,112-0401,71.16,17.06,10.69,50.21,11.18,4.71,4.81,8.59,7.81,
6/18/2021,UpperZigZag,GP,900215000823092,NA,N,U,Y,NA,20,5,3.3,T,R,15,RF,300,L,112-0402,112-0403,55.59,13.37,9.75,39.47,9.11,3.89,3.93,6.64,6.73,
6/18/2021,UpperZigZag,GP,900215000823038,NA,N,M,Y,NA,0,0,8.6,WE,R,22,PL,261,A,112-0404,112-0405,65.86,17.59,12.88,44.91,12.85,5.52,6.23,9.22,9.97,
6/18/2021,UpperZigZag,GP,900215000823089,NA,N,U,Y,NA,3,0,8.6,T,R,16,RF,470,L,112-0406,112-0407,71.11,16.56,11.13,50.84,12.23,3.2,4.62,8.92,8.51,
6/18/2021,UpperZigZag,GP,900215000823061,NA,N,F,Y,NA,0,0,6.2,T,R,31,RF,351,A,112-0409,112-0410,71.01,16.73,10.51,49.43,10.25,4.78,5.58,8.06,8.11,
6/18/2021,UpperZigZag,GP,900215000823027,NA,N,U,Y,NA,30,5,5.1,WE,R,31,PL,452,L,112-0411,112-0412,62.32,15.31,10.74,41.6,10.48,4.71,3.53,7.45,,
6/18/2021,UpperZigZag,GP,900215000823006,NA,N,F,Y,NA,7,3,8.1,WE,R,36,PL,291,A,112-0413,112-0414,74.5,18.93,11.38,54.75,11.73,4.79,5.15,8.45,9.33,wrong last 3 digits of ID recorded
6/18/2021,UpperZigZag,GP,900215000823164,NA,O,F,Y,NA,0,0,6.7,WE,R,28,PL,497,A,112-0408,NA,71.35,17.59,10.63,47.69,10.11,5.14,5.39,7.63,NA,
6/18/2021,UpperZigZag,GP,900215000823058,NA,N,F,Y,NA,0,0,6.3,WE,R,48,PL,494,A,112-0415,112-0416,68.8,17.47,10.82,46.1,10.52,5.72,4.61,7.43,7.38,
6/18/2021,UpperZigZag,GP,NA,NA,N,U,N,32,0,0,0.9,WE,R,31,RF,413,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/18/2021,UpperZigZag,EB,NA,NA,N,U,N,41,0,0,2.8,T,R,34,PL,301,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/18/2021,UpperZigZag,GP,900215000823010,NA,N,F,N,NA,0,0,7.1,WE,R,32,PL,472,A,112-0417,112-0418,69.8,16.69,10.85,49,10.61,4.98,5.01,7.67,8.97,
6/18/2021,UpperZigZag,GP,900215000823069,NA,N,F,N,NA,0,0,7.8,WE,R,48,PL,321,A,112-0419,112-0420,72.42,16.82,11.38,52.23,11.46,5.74,4.31,8.14,8.45,
6/18/2021,UpperZigZag,GP,900215000823013,NA,N,F,N,NA,0,0,7.8,T,R,18,RF,420,A,112-0421,112-0422,77.11,17.9,11.26,54.76,12.24,4.7,5.64,8.74,8.37,
6/18/2021,UpperZigZag,GP,900215000823028,NA,N,F,N,NA,2,1,6.8,T,R,17,RF,353,A,112-0423,112-0424,73.81,17.57,10.73,51.13,10.55,6.28,5.79,7.77,7.69,
6/18/2021,UpperZigZag,GP,NA,NA,NA,U,N,NA,NA,NA,NA,T,R,34,RF,158,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/18/2021,UpperZigZag,GP,NA,NA,NA,U,N,NA,NA,NA,NA,WE,R,20,RF,231,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/18/2021,UpperZigZag,GP,NA,NA,NA,U,N,NA,NA,NA,NA,T,R,20,RF,240,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/18/2021,UpperZigZag,GP,NA,NA,NA,U,N,NA,NA,NA,NA,T,R,36,RF,82,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/18/2021,UpperZigZag,GP,NA,NA,NA,U,N,NA,NA,NA,NA,WE,R,21,PL,253,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/18/2021,UpperZigZag,GP,NA,NA,NA,U,N,NA,NA,NA,NA,T,R,30,PL,263,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/19/2021,LowerZigZag,GP,900215000823059,NA,N,U,Y,NA,0,0,3.8,WE,R,15,RF,59,L,112-0425,112-0426,57.46,16.72,10.19,39.99,9.03,3.95,3.61,6.97,7.28,
6/19/2021,LowerZigZag,GP,900215000823077,NA,N,M,Y,NA,10,8,10.0,WE,R,34,RF,132,A,112-0427,112-0428,85.02,20.68,13.5,57.17,13,6.13,5.85,9.5,9.64,
6/19/2021,LowerZigZag,GP,NA,NA,N,U,N,34,0,0,1.0,WE,R,34,PL,200,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/19/2021,LowerZigZag,GP,900215000823024,NA,N,U,Y,NA,0,0,3.9,WE,R,16,PL,345,L,112-0429,112-0430,56.65,15.14,11.39,39.59,9.72,3.92,4.31,7.1,7.47,
6/19/2021,LowerZigZag,GP,900215000823007,NA,N,U,Y,NA,0,0,4.9,T,R,23,RF,346,L,112-0431,112-0432,63.84,15.5,10.94,44.68,9.94,4.31,3.45,7.39,7.85,
6/19/2021,LowerZigZag,GP,900215000823051,NA,N,U,Y,NA,5,4,1.5,WE,R,30,PL,361,L,112-0433,112-0434,41.83,11.87,8.26,27.61,6.44,2.86,2.47,4.76,5.35,
6/19/2021,LowerZigZag,GP,900215000823006,NA,N,U,Y,NA,1,0,3.0,WE,R,17,PL,358,L,112-0435,112-0436,48.68,12.03,8.6,33.18,8.24,3.13,3.69,6.08,6.53,
6/20/2021,UpperBear,GP,900215000823081,NA,N,U,Y,NA,3,0,3.2,WE,R,33,PL,164,L,112-0437,112-0438,55.95,15.11,9.6,36.87,8.56,3.5,3.81,5.36,6.72,
6/20/2021,UpperBear,GP,900215000823041,NA,N,U,Y,35,0,0,1.0,T,R,40,PL,174,L,112-0439,112-0440,35.61,9.7,7.17,24.34,5.61,2.81,3.05,4,4.53,
6/20/2021,UpperBear,GP,NA,NA,N,U,N,34,0,0,0.9,T,R,30,PL,173,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/20/2021,UpperBear,GP,999002018052687,NA,O,M,Y,NA,20,15,12.5,T,R,30,RF,165,A,112-0441,NA,96.72,24.38,14.8,62.45,13.59,6.61,6.92,11.22,NA,
6/20/2021,UpperBear,GP,900113001674341,NA,O,F,Y,NA,60,40,5.8,T,R,25,PL,166,A,112-0442,112-0443,73.24,20.36,11.98,46.81,10.11,5.7,6.51,7.65,NA,
6/20/2021,UpperBear,GP,NA,NA,N,U,N,31,0,0,0.7,WE,R,30,PL,180,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOO SMALL, THREW UP SALAMANDER"
6/20/2021,UpperBear,GP,NA,NA,N,U,N,24,0,0,0.4,WE,R,46,RF,184,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/20/2021,UpperBear,GP,900215000823097,NA,N,M,Y,NA,5,1,9.5,WE,R,31,PL,175,A,112-0446,112-0447,82.52,20.06,12.49,54.25,12.31,4.77,6.42,9.23,9.09,
6/20/2021,UpperBear,GP,900215000823093,NA,N,U,Y,35,0,0,0.8,WE,R,23,PL,181,L,112-0444,112-0445,35.81,10.95,7.35,23.93,5.17,2.52,2.58,4.1,4.1,
6/20/2021,UpperBear,GP,900215000823085,NA,N,U,Y,NA,8,6,6.6,T,R,25,PL,192,L,112-0448,112-0449,68.51,18.18,11.56,46.63,11.15,3.77,6.15,7.41,9.16,
6/20/2021,UpperBear,GP,900215000823009,NA,N,U,Y,NA,2,0,2.3,WE,R,32,PL,10,L,112-0450,112-0451,48.51,11.43,8.44,34.12,7.52,3.97,3.57,5.88,6.91,
6/20/2021,UpperBear,DF,900215000823293,NA,N,F,N,44,0,0,1.7,WE,R,17,RF,32,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/20/2021,UpperBear,GP,900215000823037,NA,N,U,Y,NA,5,5,4.5,T,R,33,R,57,L,112-0452,112-0453,61.54,17.01,11.35,40.12,10.21,3.57,2.97,6.71,8.54,
6/20/2021,UpperBear,GP,900215000823036,NA,N,U,Y,NA,0,0,2.4,T,R,13,PL,1,L,112-0454,112-0455,50.47,11.88,9.25,33.69,7.52,3.44,3.2,5.65,5.99,
6/20/2021,UpperBear,DF,900215000823286,NA,N,F,N,45,0,0,2.1,T,R,30,RF,57,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/20/2021,UpperBear,GP,900215000823084,NA,N,U,Y,NA,0,0,4.7,WE,R,20,RF,40,L,112-0456,112-0457,61.79,14.82,10.65,41.22,10.66,3.84,4.06,7.13,7.56,
6/20/2021,UpperBear,GP,900215000823073,NA,N,F,Y,NA,15,15,6.4,WE,R,22,RF,230,A,112-0458,112-0459,71.29,17.9,9.85,49.54,10.21,4.44,4.31,7.4,8.26,
6/20/2021,UpperBear,DF,900215000823300,DBO6,O,M,N,57,50,50,4.0,WE,R,27,RF,226,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/20/2021,UpperBear,GP,900215000823053,NA,N,U,Y,NA,0,0,6.2,WE,R,36,PL,80,L,112-0460,112-0461,72.72,18.13,12.54,51.81,11.3,5.44,4.46,9.09,9.43,
6/20/2021,UpperBear,DF,900215000823287,NA,N,M,N,58,25,25,NA,B,R,16,NA,90,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/20/2021,UpperBear,GP,900215000823100,NA,N,U,Y,NA,0,0,7.2,T,R,47,PL,100,L,112-0462,112-0463,75.88,17.73,12.41,53.84,11.73,3.87,3.2,9.15,9.08,
6/20/2021,UpperBear,GP,900215000823005,NA,N,U,Y,NA,0,0,3.2,WE,R,26,RF,221,L,112-0464,112-0465,55.54,16.66,9.82,38.33,8.45,3.22,2.89,7.03,6.97,
6/20/2021,UpperBear,GP,900215000823082,NA,O,U,Y,NA,5,5,3.2,T,R,20,RF,104,L,112-0466,NA,58.01,16.05,10.9,38.43,9.19,3.74,NA,7.52,NA,
6/20/2021,UpperBear,GP,900113001674067,NA,O,U,Y,NA,15,15,2.5,T,R,15,PL,113,L,112-0467,NA,47.56,10.35,9.06,33.88,7.88,2.79,2.4,6.12,NA,
6/20/2021,UpperBear,DF,900215000823235,NA,N,M,N,55,0,0,3.4,WE,R,17,RF,140,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/20/2021,UpperBear,GP,900215000823063,NA,N,U,Y,NA,0,0,1.4,T,R,14,PL,150,L,112-0468,112-0469,40.37,10.4,7.99,27.53,7.43,NA,2.88,NA,5.29,
6/20/2021,UpperBear,GP,NA,NA,N,U,Y,32,0,0,0.5,T,R,18,PL,119,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/20/2021,UpperBear,GP,900215000823062,NA,N,F,Y,NA,0,0,8.0,T,R,23,PL,139,A,112-0470,112-0471,77.72,19.61,12.3,54.17,12.97,5.85,4.46,8.84,7.82,
6/20/2021,UpperBear,GP,900215000823064,NA,N,U,Y,NA,0,0,3.0,T,R,22,PL,363,L,112-0472,112-0473,55,12.31,9.45,39.47,8.53,3.01,3.56,6.75,7.01,
6/20/2021,UpperBear,DF,900215000823224,NA,N,M,N,48,10,8,2.1,WE,R,27,RF,381,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/20/2021,UpperBear,DF,NA,NA,N,U,N,34,0,0,0.8,WE,R,24,RF,368,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/20/2021,UpperBear,GP,900215000823082,NA,N,U,Y,NA,0,0,3.1,T,R,20,RF,375,L,112-0474,112-0475,53.54,11.59,9.42,37.5,8.49,2.29,NA,6.63,7.12,
6/20/2021,UpperBear,GP,900215000823086,NA,N,U,Y,NA,5,0,3.0,WE,R,30,PL,275,L,112-0477,112-0478,55.61,12.83,9.43,37.99,8.43,3.82,4.3,6.73,6.88,
6/20/2021,UpperBear,GP,900215000823030,NA,N,F,Y,NA,0,0,5.8,T,R,35,RF,250,A,112-0479,112-0480,75.09,17.95,11.29,52.32,10.51,5.96,4.52,8.32,6.84,
6/20/2021,UpperBear,GP,999002018052491,NA,O,F,Y,NA,35,33,6.3,T,R,17,PL,278,A,112-0476,NA,73.94,19.36,11.88,50.09,11.19,4.97,3.38,9.56,NA,
6/20/2021,UpperBear,GP,900215000823074,GBG2-3P1,O,M,Y,NA,0,0,12.6,T,R,63,PL,259,A,112-0481,112-0482,98.6,22.39,15.02,69.69,14.54,6.28,5.87,11.21,10.41,PRETTY SURE COLORS ARE NOT Y AND R AND THIS SALAMANDER MOVED UP A LOT
6/20/2021,UpperBear,GP,900215000823023,NA,N,M,Y,NA,10,1,15.0,T,R,19,RF,268,A,112-0483,112-0484,90.13,24.29,15.43,60.53,15.15,7.29,6.74,11.52,11,SCAR WHERE TAGGING MIGHT HAVE PREVIOUSLY OCCURED
6/20/2021,UpperBear,GP,900215000823008,NA,N,F,Y,NA,20,20,10.1,T,R,31,PL,300,A,112-0485,112-0486,89.16,21.66,13.68,62.22,12.44,7.63,6.78,10.21,8.98,
6/20/2021,UpperBear,DF,900113001674785,NA,O,M,N,50,0,0,2.7,WE,R,31,PL,307,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/20/2021,UpperBear,DF,900113001674342,NA,O,M,N,55,80,80,3.8,T,R,33,PL,301,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/20/2021,UpperBear,DF,999002018052124,NA,O,M,N,49,0,0,3.4,WE,R,15,PL,449,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/20/2021,UpperBear,GP,900215000823016,NA,N,U,Y,NA,0,0,2.2,T,R,20,PL,463,L,112-0487,112-0488,47.61,12.49,8.06,32.56,7.64,2.09,3.03,5.58,6.03,
6/20/2021,UpperBear,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,18,PL,119,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/20/2021,UpperBear,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,17,PL,278,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/22/2021,LowerParadise,GP,900215000823033,NA,N,U,Y,NA,2,1,1.9,WE,R,25,RF,160,L,112-0489,112-0490,44.64,11.64,8.36,30.88,7.13,3.5,2.92,5.49,NA,
6/22/2021,LowerParadise,GP,900215000823040,NA,N,U,Y,NA,0,0,7.8,WE,R,16,PL,148,L,112-0491,112-0492,72.11,16.15,12.3,50.94,12.99,4.82,4.93,9.23,8.91,
6/22/2021,LowerParadise,GP,900215000823022,NA,N,U,Y,NA,0,0,1.0,WE,R,8,RF,216,L,112-0493,112-0494,36.96,9.57,6.99,25.2,5.91,2.82,2.27,4.5,4.64,"RELEASED AT 160, SMALL WHOOPS!"
6/22/2021,LowerParadise,GP,900215000823072,NA,N,U,Y,NA,0,0,2.7,T,R,26,RF,221,L,112-0495,112-0496,47.89,12.88,8.36,32.89,8.06,3.45,3.77,5.98,NA,
6/22/2021,LowerParadise,DF,900215000823298,NA,N,M,N,NA,0,0,1.7,WE,R,17,PL,116,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/22/2021,LowerParadise,GP,900215000823078,NA,N,F,Y,NA,12,10,7.3,WE,R,25,RF,240,A,112-0499,112-0500,75.21,18.31,11.72,52.45,11.69,4.34,4.89,8.87,7.32,
6/22/2021,LowerParadise,GP,900215000823025,NA,N,U,Y,NA,5,0,4.0,T,R,20,RF,260,L,112-0497,NA,57.15,14.37,10.22,38.88,9.55,3.23,NA,7.19,NA,
6/22/2021,LowerParadise,GP,999002018052950,NA,N,U,Y,NA,5,5,4.6,T,R,30,RF,222,L,112-0498,NA,64.37,15.48,10.51,44.62,9.73,5.01,3.41,8.06,NA,
6/22/2021,LowerParadise,GP,900215000823019,NA,N,U,Y,NA,0,0,2.4,WE,R,30,RF,234,L,112-0501,112-0502,49.6,13,9.09,34.34,8.14,3.59,3.12,5.86,6.56,
6/22/2021,LowerParadise,GP,900215000823075,NA,N,U,Y,NA,5,0,6.4,T,R,47,RF,89,L,112-0503,112-0504,63.71,12.7,10.69,43.76,10.92,3.52,4.32,8.23,NA,
6/22/2021,LowerParadise,GP,900113001674034,NA,N,M,Y,NA,15,2,14.0,T,R,49,PL,79,A,112-0505,NA,91.83,25,14.68,61.84,14.64,NA,NA,NA,NA,
6/22/2021,LowerParadise,GP,900215000823021,NA,N,F,Y,NA,0,0,15.2,WE,R,38,RF,72,A,112-0506,112-0507,96.78,22.62,14.31,68.54,15.66,5.81,5.87,11.15,10.09,
6/22/2021,LowerParadise,GP,900215000823070,GPG1R3,N,M,Y,NA,2,0,15.1,WE,R,30,RF,478,A,112-0511,112-0512,98.12,25.62,15.59,68.36,15.33,6.04,5.44,11.45,NA,"RED/ORANGE ELASTOMER IN 3, GREEN IN 1"
6/22/2021,LowerParadise,GP,900215000823090,NA,N,U,Y,NA,0,0,7.1,WE,R,30,PL,274,L,112-0509,112-0510,69.12,14.99,10.21,48.81,10.72,4.38,4.26,8.08,NA,
6/22/2021,LowerParadise,GP,900113001674787,NA,N,U,Y,NA,0,0,5.4,T,R,46,RF,401,L,112-0508,NA,64.42,17.26,11.01,42.18,10.22,3.89,3,8.41,NA,
6/22/2021,LowerParadise,GP,900215000823012,NA,N,M,Y,NA,0,0,9.2,WE,R,28,RF,393,A,112-0513,112-0514,79.55,20.54,12.54,52.3,12.74,5.48,4.62,10.07,NA,
6/22/2021,LowerParadise,DF,900215000823219,NA,N,F,N,NA,0,0,1.9,WE,R,19,RF,392,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/22/2021,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,20,PL,160,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/22/2021,LowerParadise,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,20,RF,220,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/22/2021,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,30,RF,237,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/22/2021,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,20,PL,421,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/22/2021,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,30,PL,439,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/22/2021,LowerParadise,GP,900215000823080,NA,N,F,Y,NA,0,0,10.6,WE,R,32,RF,385,A,112-0515,112-0516,82.65,20.46,12.48,57.28,12.35,4.11,3.63,9.95,8.34,
6/22/2021,LowerParadise,GP,900215000823029,NA,N,U,Y,NA,4,0,3.3,WE,R,35,PL,378,L,112-0517,112-0518,56.55,12.63,9.8,40.57,8.6,3.82,3.37,6.86,5.68,
6/22/2021,LowerParadise,GP,900215000823002,NA,N,U,Y,NA,6,3,4.0,WE,R,60,RF,300,L,112-0519,112-0520,61.73,14.96,9.97,43.27,9.57,5.39,4.19,7.25,NA,
6/23/2021,UpperParadise,GP,900215000823014,NA,N,U,Y,NA,10,5,2.8,WE,R,31,PL,11,L,112-0521,112-0522,54.95,13.31,9.41,38.76,8.72,4.2,3.35,6.42,6.44,
