Date,Site,Species,Pittag,Elastomer,OldNew,Sex,Tissue,SVL,Tail removed,Tail regrown,Weight,LatLoc,Sub,Size,Meso,LongLoc,Stage,PhotoID,PhotoID,PhotoSVL,HeadLength,HeadWidth,TrunkLength,TrunkWidth,HumerousLength,FemurLength,TailWidth,HeightTail,Notes
6/23/2021,UpperParadise,DF,900215000823272,NA,N,M,N,58,0,0,4.4,WE,R,34,PL,13,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/23/2021,UpperParadise,GP,900215000823017,NA,N,F,Y,NA,10,8,6.7,WE,R,27,PL,136,A,112-0523,112-0524,82.36,19.29,12.34,59.37,11.72,4.68,5.56,8.52,8.46,
6/23/2021,UpperParadise,DF,999002018052591,DPO6B4,O,F,N,43,0,0,1.8,B,R,31,PL,152,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ONLY ONE ORANGE MARK
6/23/2021,UpperParadise,GP,900215000823057,NA,N,M,Y,NA,0,0,8.2,WE,R,36,PL,137,A,112-0525,112-0526,77.31,20.18,12.29,53.71,13.41,3.78,4.11,9.13,8.36,
6/23/2021,UpperParadise,DF,900113001674244,NA,O,M,N,48,0,0,2.4,WE,R,19,PL,130,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/23/2021,UpperParadise,GP,900215000823015,NA,N,F,Y,NA,0,0,7.6,WE,R,33,PL,168,A,112-0527,112-0528,79.7,18.7,11.97,57.63,12.17,6.37,4.96,9.14,8.47,
6/23/2021,UpperParadise,GP,900215000823079,NA,N,U,Y,NA,0,0,4.3,WE,R,17,RF,49,L,112-0529112-0530,,69.1,17.55,12.12,49.15,11.61,NA,4.31,8.21,7.2,
6/23/2021,UpperParadise,GP,900215000823031,NA,N,M,Y,NA,20,17,14.5,T,R,35,PL,171,A,112-0531,112-0532,103.47,25.04,15.91,71.56,16.1,7.76,7.65,11.88,10.41,
6/23/2021,UpperParadise,GP,900215000822543,NA,N,M,Y,NA,0,0,6.6,WE,R,60,PL,305,A,112-0533,112-0534,75.33,17.02,11.34,54.01,11.88,5.98,3.43,9.13,7.81,
6/23/2021,UpperParadise,GP,900215000822575,NA,N,U,Y,NA,0,0,4.1,T,R,33,PL,268,L,112-0535,112-0536,58.48,14.61,10.21,41.22,9.26,3.25,2.77,7.14,7.54,
6/23/2021,UpperParadise,GP,900215000822506,NA,N,F,Y,NA,0,0,4.9,WE,R,36,PL,446,A,112-0537,112-0538,65.24,16.11,10.1,45.77,9.81,4.93,4.85,7.3,NA,
6/23/2021,UpperParadise,GP,900215000822577,GPO3-5,O,M,Y,NA,0,0,10.7,T,R,40,PL,488,A,112-0539,112-0540,86.35,21.17,13.15,59.86,12.93,5.95,5.69,9.91,9.12,
6/23/2021,UpperParadise,GP,900215000822531,NA,N,U,Y,NA,0,0,4.9,T,R,28,PL,475,L,112-0541,112-0542,62.11,16.28,11,44.3,10.5,4.22,3.43,7.77,7.99,
6/23/2021,UpperParadise,GP,900215000822572,NA,N,F,Y,NA,0,0,7.2,WE,R,44,RF,300,A,112-0543,112-0544,75.92,16.78,11.29,53.6,11.96,3.99,4.26,8.76,8.23,
6/23/2021,UpperParadise,GP,900215000822521,NA,N,U,Y,NA,0,0,2.4,WE,R,20,PL,460,L,112-0545,112-0546,46.78,12.98,8.1,32.5,7.61,4.48,2.87,6.08,5.96,
6/23/2021,UpperParadise,GP,900215000822589,NA,N,F,Y,NA,0,0,8.4,T,R,27,PL,418,A,112-0547,112-0548,78.41,19.17,12.34,53.14,11.76,4.1,5,8.95,NA,
6/23/2021,UpperParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,35,PL,348,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/23/2021,UpperParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,29,PL,348,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/24/2021,UpperZigZag,DF,900113001674245,NA,N,F,N,41,0,0,1.5,WE,R,21,PL,150,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/2021,UpperZigZag,GP,900215000822608,NA,N,U,Y,NA,0,0,1.8,T,R,18,PL,151,L,108-0387,108-0388,44.95,12.34,8.41,31.12,7.1,3.31,2.43,5.7,5.11,
6/24/2021,UpperZigZag,GP,900215000822694,NA,N,F,Y,NA,0,0,5.3,WE,R,22,PL,151,A,108-0389,108-0390,65.49,15.64,9.86,46.41,9.82,5.2,4.12,7.27,NA,
6/24/2021,UpperZigZag,GP,900215000822689,NA,N,U,Y,NA,0,0,1.7,WE,R,34,PL,73,L,108-0392,108-0393,42.74,10.49,7.98,29.25,7.67,2.44,1.55,5.27,NA,
6/24/2021,UpperZigZag,GP,900215000822657,NA,N,F,Y,NA,0,0,5.4,T,R,46,PL,36,A,108-0394,108-0395,75.88,19.07,11.5,52.13,10.96,5.59,4.58,8.93,7.12,
6/24/2021,UpperZigZag,DF,900113001674255,NA,N,M,N,61,50,50,4.6,WE,R,25,RF,10,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/2021,UpperZigZag,GP,900215000823095,NA,O,F,N,NA,4,0,6.7,T,R,23,RF,82,A,108-0391,NA,71.47,18.2,11.02,48.84,10.75,6.08,5.11,8.74,NA,
6/24/2021,UpperZigZag,EB,NA,NA,N,U,N,41,0,0,1.1,WE,R,16,RF,31,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/2021,UpperZigZag,GP,900215000822630,NA,N,U,Y,NA,0,0,6.2,WE,R,30,C,4.5,L,108-0396,108-0397,70.43,17.37,11.55,48.98,11.2,3.95,3.76,8.5,7.24,
6/24/2021,UpperZigZag,GP,900215000822626,NA,N,F,Y,NA,0,0,6.0,WE,R,46,RF,71,A,108-0400,108-0401,70.72,17.49,10.87,49.67,10.39,5.53,4.31,8.24,8.33,
6/24/2021,UpperZigZag,GP,900215000822639,NA,N,U,Y,NA,0,0,2.5,T,R,51,RF,32,L,108-0398,108-0399,49.66,12.56,8.96,34.45,8.63,3.31,3.07,6.03,6.38,
6/24/2021,UpperZigZag,GP,NA,NA,N,U,N,29,0,0,0.6,WE,R,16,C,4,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/24/2021,UpperZigZag,GP,900215000822662,NA,N,U,Y,NA,0,0,6.8,T,R,60,PL,100,L,108-0402,108-0403,65.87,14.8,10.98,47.92,11.18,3.69,3.92,8.52,7.99,
6/24/2021,UpperZigZag,GP,900215000822602,NA,N,F,Y,NA,0,0,6.3,WE,R,21,PL,150,A,108-0404,108-0405,74.2,21.03,11.34,51.37,11.28,4.76,4.79,9.08,7.6,
6/24/2021,UpperZigZag,GP,900215000822650,NA,N,U,Y,NA,0,0,2.2,T,R,25,PL,54,L,108-0406,108-0407,50.07,13.65,8.59,33.38,7.98,NA,2.82,5.87,6.01,
6/24/2021,UpperZigZag,GP,900215000822616,NA,N,M,Y,NA,0,0,6.7,T,R,46,RF,45,A,108-0408,108-0409,69.79,16.75,10.67,46.58,10.96,4.86,4.41,8.35,NA,
6/24/2021,UpperZigZag,GP,900215000822646,NA,N,U,Y,NA,2,2,3.9,WE,R,28,RF,30,L,108-0410,108-0411,55.34,13.35,8.38,37.44,8.23,2.18,3.54,6.71,7.66,
6/24/2021,UpperZigZag,GP,900215000823065,NA,O,F,N,NA,80,5,4.3,WE,R,14,PL,165,A,108-0412,NA,62.11,14.51,9.86,42.34,9.63,5.54,3.13,8.55,NA,
6/24/2021,UpperZigZag,GP,900113001674069,NA,O,U,Y,NA,0,0,3.9,WE,R,25,PL,164,L,108-0413,NA,48.02,11.8,8.86,35.91,9.19,3.55,2.19,6.99,NA,
6/24/2021,UpperZigZag,GP,900215000822690,NA,N,F,Y,NA,8,7,7.5,WE,R,18,PL,164,A,108-0414,108-0415,81.23,18.88,11.98,56.95,11.43,3.76,3.58,9.58,8.51,
6/24/2021,UpperZigZag,GP,900215000822669,NA,N,U,Y,NA,5,5,1.1,T,R,15,PL,60,L,108-0416,108-0417,37.71,10.43,6.98,25.53,5.57,1.6,1.63,4.59,4.72,
6/24/2021,UpperZigZag,GP,900215000822671,NA,N,U,Y,NA,0,0,1.8,WE,R,15,PL,170,L,108-0418,108-0419,42.2,11.51,7.79,29.94,7.21,3.15,NA,5.26,5.56,
6/24/2021,UpperZigZag,GP,900215000822695,NA,N,M,Y,NA,15,4,9.3,T,R,40,RF,194,A,108-0420,108-0421,80.61,20.76,11.79,57.8,11.35,6.59,5.1,9.42,8.41,
6/24/2021,UpperZigZag,GP,900215000822627,NA,N,U,Y,NA,4,3,1.1,T,R,26,PL,24,L,108-0422,108-0423,36.13,10.75,6.9,24.24,5.47,2.38,2.05,4.5,4.79,
6/24/2021,UpperZigZag,GP,900113001674696,NA,O,F,Y,NA,15,15,7.2,WE,R,40,PL,210,A,108-0424,NA,76.94,21.27,11.84,53.85,11.78,NA,NA,9.18,NA,
6/24/2021,UpperZigZag,GP,900215000822614,NA,N,U,Y,NA,1,0,4.2,WE,R,28,RF,218,L,108-0425,108-0426,60.69,16.35,10.9,40.97,9.47,3.95,2.56,7.66,6.95,
6/24/2021,UpperZigZag,GP,900215000822641,NA,N,U,Y,NA,0,0,4.0,WE,R,32,PL,228,L,108-0427,108-0428,56.95,14.87,10.45,38.49,9.43,4.04,3.66,7.63,7.08,
6/24/2021,UpperZigZag,GP,900215000822622,NA,N,F,Y,NA,0,0,5.6,T,R,50,RF,253,A,108-0429,108-0430,71.59,19.25,11.5,49,10.88,5.49,4.09,8.28,7.19,
6/24/2021,UpperZigZag,GP,900215000822665,NA,N,U,Y,NA,0,0,1.6,WE,R,32,PL,228,L,108-0431,108-0432,43.72,10.86,7.54,31.16,6.61,2.23,2.77,5.25,5.61,
6/24/2021,UpperZigZag,GP,900113001674173,NA,O,U,Y,NA,5,5,7.1,T,R,16,RF,353,L,108-0434,NA,72.62,16.21,12.31,50.35,11.74,4.67,3.31,9.9,NA,
6/24/2021,UpperZigZag,GP,900215000822643,NA,N,F,Y,NA,0,0,8.1,T,R,40,RF,351,A,108-0435,108-0436,80.15,19.93,12.73,55.5,11.99,6.38,5.65,10.43,8.5,
6/24/2021,UpperZigZag,GP,900215000822668,NA,N,M,Y,NA,0,0,10.6,WE,R,32,PL,291,A,108-0441,108-0442,79.1,20.81,12.04,54.63,13.99,3.67,3.57,9.64,10.29,
6/24/2021,UpperZigZag,GP,900215000822606,NA,N,U,Y,NA,3,3,4.3,T,R,31,PL,287,L,108-0440,108-0439,61.68,17.6,11.2,41.5,9.89,2.9,3.64,7.82,6.91,
6/24/2021,UpperZigZag,GP,900215000823046,NA,O,F,N,NA,5,0,7.4,WE,R,19,RF,261,A,108-0437,NA,69.05,19.83,11.11,45.97,10.47,NA,5.37,NA,NA,DARK PATCHES ON HEAD AND BACK
6/24/2021,UpperZigZag,GP,900215000822683,NA,N,M,Y,NA,30,28,14.3,WE,R,52,PL,278,A,108-0443,108-0444,96.23,25.25,15.22,65.91,15.16,7.13,4.48,12.04,10.44,
6/24/2021,UpperZigZag,GP,999002018052175,GZO6,O,F,Y,NA,5,3,6.4,WE,R,37,PL,264,A,108-0438,NA,80.95,22.01,11.8,55.63,11.38,5.59,4.94,9.04,NA,
6/24/2021,UpperZigZag,DF,900113001674552,NA,O,M,N,57,0,0,4.6,WE,R,24,PL,282,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/2021,UpperZigZag,GP,900215000822644,NA,N,F,Y,NA,4,0,7.5,WE,R,33,RF,334,A,108-0447,108-0448,81.05,18.81,12.29,56.61,12.08,5.8,5.16,8.8,8.79,
6/24/2021,UpperZigZag,GP,900215000822656,NA,N,U,Y,NA,3,0,6.7,WE,R,18,RF,320,L,108-0445,108-0446,67.33,17.71,11.6,46.88,11.05,3.12,4.82,8.44,8.62,
6/24/2021,UpperZigZag,DF,900113001674259,NA,N,F,N,43,0,0,1.7,WE,R,17,PL,326,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/2021,UpperZigZag,GP,900215000822678,NA,N,F,Y,NA,10,1,13.0,WE,R,26,RF,379,A,108-0449,108-0450,92.54,23.93,14.51,62.65,14.71,7.55,5.33,11.26,9.97,
6/24/2021,UpperZigZag,GP,900215000822603,NA,N,F,Y,NA,0,0,11.3,WE,R,28,PL,320,A,108-0451,108-0452,88.2,19.25,13.67,63.28,13.36,6.06,5.76,11.41,10.37,SORE ON CLOACA
6/24/2021,UpperZigZag,DF,900113001674846,NA,O,M,N,59,3,0,4.4,WE,R,29,PL,421,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/2021,UpperZigZag,DF,900113001674231,NA,N,F,N,51,30,10,2.6,WE,R,12,PL,418,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/2021,UpperZigZag,GP,900215000822684,NA,N,U,Y,NA,5,1,4.6,T,R,22,RF,446,L,108-0454,108-0455,58.6,14.41,10.47,41.59,9.69,3.51,3.22,7.71,7.91,
6/24/2021,UpperZigZag,GP,900215000822605,NA,N,F,Y,NA,0,0,5.7,WE,R,34,RF,462,A,108-0456,108-0457,77.44,17.28,11.54,55.37,10.54,6.27,4.66,8.03,NA,
6/24/2021,UpperZigZag,GP,900215000823010,NA,O,F,Y,NA,5,0,6.4,WE,R,31,PL,473,A,108-0453,NA,78.68,20.71,11.98,55.57,12.22,4.87,4.97,8.94,NA,
6/24/2021,UpperZigZag,GP,900215000822682,NA,N,F,Y,NA,0,0,8.4,T,R,30,PL,488,A,108-0461,108-0462,77.17,19.37,11.39,54.13,11.34,2.69,4.07,8.85,9.23,
6/24/2021,UpperZigZag,GP,900215000822698,NA,N,U,Y,NA,5,3,7.2,WE,R,20,PL,483,L,108-0459,108-0460,67.26,13.36,11.38,48.41,11.24,3.77,2.98,8.47,8.99,
6/24/2021,UpperZigZag,GP,900215000823058,NA,O,F,N,NA,5,0,5.1,WE,R,30,PL,494,A,108-0458,NA,65.12,17.87,10.53,43.51,9.55,5.37,3.89,8.16,NA,
6/24/2021,UpperZigZag,GP,900215000822661,NA,N,U,Y,NA,3,0,2.5,T,R,23,PL,479,L,108-0463,108-0464,49.15,12.44,8.8,33.86,7.81,2.63,2.51,6.09,6.23,
6/24/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,50,RF,48,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/24/2021,UpperZigZag,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,15,RF,89,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/24/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,10,PL,168,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/24/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,20,RF,217,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/24/21,LowerBear,GP,900215000822541,NA,N,F,Y,NA,10,10,8.9,WE,R,34,PL,117,A,112-0549,112-0550,80.39,19.41,12.02,55.85,12.92,5.26,4.34,9.33,9.41,
6/24/21,LowerBear,GP,NA,NA,N,U,N,35,0,0,0.8,T,R,19,RF,196,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TO SMALL
6/24/21,LowerBear,GP,900215000822560,NA,N,U,Y,NA,20,5,1.9,T,R,26,RF,172,L,112-0551,112-0552,47.4,13.74,8.61,32.28,7.06,2.98,3.28,5.73,4.89,
6/24/21,LowerBear,GP,900215000822588,NA,N,M,Y,NA,0,0,14.4,T,R,31,RF,174,A,112-0553,112-0554,95.16,21.21,14.95,66.01,16.14,7.03,4.51,11.58,10.23,
6/24/21,LowerBear,GP,900215000822585,NA,N,F,Y,NA,0,0,11.0,T,R,62,PL,141,A,112-0556,112-0557,83.48,20.39,12.92,57.72,14.55,4.32,6,9.33,9.45,
6/24/21,LowerBear,GP,900113001674333,NA,O,F,Y,NA,10,10,7.5,WE,R,43,PL,111,A,112-0555,NA,81.6,22.72,11.67,54.12,12.03,5.39,5.5,8.89,NA,
6/24/21,LowerBear,DF,900215000823238,NA,N,F,N,36,5,0,1.0,WE,R,17,RF,102,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/21,LowerBear,GP,900215000822569,GBG1-7P-6,O,F,Y,NA,85,0,7.4,T,R,16,RF,260,A,112-0558,112-0559,80.48,18.61,11.47,57.24,10.98,5.77,6.32,8.53,8.76,
6/24/21,LowerBear,GP,NA,NA,N,U,N,30,90,10,0.5,T,R,75,RF,280,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TO SMALL
6/24/21,LowerBear,GP,NA,NA,N,U,N,34,0,0,0.9,WE,R,15,RF,252,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TO SMALL
6/24/21,LowerBear,GP,900215000822599,NA,N,F,Y,NA,5,5,6.2,WE,R,15,PL,276,A,112-0560,112-0561,74.04,15.89,11.06,52.62,10.23,5.9,6.6,7.8,7.99,
6/24/21,LowerBear,GP,900215000822550,NA,N,M,Y,NA,0,0,9.5,T,R,50,PL,310,A,112-0562,112-0563,87.26,21.27,12.88,59.81,12.4,6.38,6.08,9.46,9.61,
6/24/21,LowerBear,DF,900215000823266,NA,N,M,N,53,0,0,3.7,WE,R,20,PL,260,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/21,LowerBear,GP,900215000822545,NA,N,F,Y,NA,40,10,8.3,WE,R,31,PL,337,A,112-0565,112-0566,86.53,23.34,12.49,59.61,11.88,6.93,6.76,10.13,9.08,
6/24/21,LowerBear,GP,900113001674577,NA,O,F,Y,NA,5,5,7.4,WE,R,36,RF,468,A,112-0564,NA,81.35,17.68,10.49,53.98,11.14,6.03,6.23,8.08,NA,
6/24/21,LowerBear,GP,NA,NA,N,U,N,26,0,0,0.4,WE,R,19,PL,486,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/24/21,LowerBear,EB,NA,NA,NA,U,N,37,0,0,0.5,WE,R,15,RF,499,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/21,LowerBear,EB,NA,NA,NA,U,N,38,2,0,0.8,WE,R,15,RF,499,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/21,LowerBear,DF,900215000823277,NA,N,M,N,47,0,0,2.5,WE,R,34,RF,485,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/24/21,LowerBear,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,30,PL,96,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISS
6/25/21,LowerParadise,DF,999002018052534,NA,O,M,N,60,40,15,5.6,WE,R,31,PL,140,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/25/21,LowerParadise,GP,900215000822634,NA,N,U,Y,NA,1,0,4.1,T,R,28,RF,39,L,108-0466,108-0467,63.89,17.1,10.33,46.38,9.91,5.24,5.3,7.63,7.03,
6/25/21,LowerParadise,GP,900215000822623,NA,N,F,Y,NA,10,7,7.3,T,R,32,RF,92,A,108-0468,108-0469,80.84,19.67,11.84,55.9,11.16,4.37,5.93,7.96,8.03,
6/25/21,LowerParadise,GP,900113001674538,NA,O,M,Y,NA,10,8,13.8,WE,R,40,RF,73,A,108-0465,NA,92.34,28.84,16.24,62.45,13.43,7.54,6.55,10.56,NA,
6/25/21,LowerParadise,GP,900215000822676,NA,N,U,Y,NA,0,0,4.4,WE,R,27,PL,30,L,108-0472,108-0473,62.32,15.58,9.96,45.05,8.87,4.49,4.58,6.39,7.35,
6/25/21,LowerParadise,GP,900215000822685,NA,N,U,Y,38,2,0,0.9,WE,R,35,RF,54,L,108-0470,108-0471,23.3,10.26,6.9,27.45,6.11,2.79,2.72,5.08,4.46,
6/25/21,LowerParadise,GP,900215000822649,NA,N,U,Y,NA,0,0,1.6,WE,R,31,RF,21,L,108-0474,108-0475,48.82,11.73,7.51,34.35,6.4,3.3,3.8,5.07,5.11,
6/25/21,LowerParadise,GP,900215000822675,NA,N,U,Y,NA,0,0,1.6,WE,R,37,RF,20,L,108-0476,108-0477,39.39,10.91,7.13,29.04,5.93,3.52,2.34,4.4,5.26,
6/25/21,LowerParadise,GP,900215000822658,NA,N,U,Y,NA,0,0,6.9,T,R,34,PL,173,L,108-0478,108-0479,72.28,16.92,12.33,51.2,11.05,4.08,4.77,7.6,8.79,
6/25/21,LowerParadise,DF,900215000823298,NA,N,M,N,41,0,0,1.6,WE,R,30,PL,115,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/25/21,LowerParadise,GP,900215000822688,NA,N,U,Y,NA,0,0,1.3,WE,R,14,PL,79,L,108-0480,108-0481,42.02,11.19,7.39,28.59,6.26,2.93,3.01,4.49,5.13,
6/25/21,LowerParadise,GP,900215000822601,NA,N,F,Y,NA,0,0,8.3,WE,R,53,RF,82,A,108-0482,108-0484,77.54,19.34,11.1,56.25,11.39,5.78,4.87,8.7,9.49,
6/25/21,LowerParadise,GP,900113001674547,NA,O,F,Y,NA,15,0,13.8,T,R,21,PL,136,A,108-0485,NA,91.8,24.7,12.25,60.34,13.24,7.79,8.27,10.38,NA,
6/25/21,LowerParadise,EB,NA,NA,NA,NA,NA,40,0,0,0.6,WE,R,13,RF,111,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/25/21,LowerParadise,GP,900215000822645,NA,N,U,Y,NA,15,8,5.8,T,R,35,RF,239,L,108-0487,108-0488,68.22,17.42,11.17,47.19,11.05,4.76,5.17,7.83,8.78,
6/25/21,LowerParadise,GP,900215000822680,NA,N,F,Y,NA,8,0,6.3,WE,R,22,PL,290,A,108-0489,108-0490,69.58,18.12,10.18,53.38,10.77,6.03,5.19,8.13,7.73,
6/25/21,LowerParadise,GP,900215000823078,NA,O,F,N,NA,20,10,7.1,T,R,34,RF,246,A,108-0486,NA,74,20.05,11.14,47.76,10.89,5.23,4.95,8.88,NA,
6/25/21,LowerParadise,GP,900215000822651,NA,N,U,Y,NA,25,25,1.3,WE,R,25,PL,259,L,108-0491,108-0492,48.48,13.36,8.12,32.48,6.67,3.16,3.15,4.81,5.25,MISSING BACK LEFT LEG
6/25/21,LowerParadise,GP,900215000822666,NA,N,F,Y,NA,0,0,7.2,WE,R,32,RF,242,A,108-0493,108-0494,75.99,17.16,10.65,52.42,12.11,4.82,5.1,8.59,7.91,
6/25/21,LowerParadise,GP,900215000822654,NA,N,U,Y,NA,0,0,3.6,WE,R,25,RF,294,L,108-0495,108-0496,60.21,15.57,10,39.38,8.86,3.46,3.72,6.56,7.15,
6/25/21,LowerParadise,GP,900215000822604,NA,N,M,Y,NA,15,8,13.0,WE,R,42,PL,236,A,108-0499,108-0500,93.99,24.08,12.31,66.43,13.2,5.22,6.67,10,10.16,
6/25/21,LowerParadise,GP,900215000822631,NA,N,U,Y,NA,5,0,1.1,WE,R,26,RF,305,L,108-0497,108-0498,39.13,10.33,6.59,26.52,6.18,3.51,3.15,3.52,4.8,
6/25/21,LowerParadise,GP,NA,NA,N,U,N,30,0,0,0.4,WE,R,32,PL,294,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/25/21,LowerParadise,GP,900215000822679,NA,N,U,Y,NA,0,0,1.7,T,R,39,RF,240,L,108-0501,108-0502,45.36,11.37,8.33,31.59,7.62,2.78,3.15,5.4,6.16,
6/25/21,LowerParadise,GP,900215000822693,NA,N,U,Y,NA,5,0,2.0,WE,R,33,RF,208,L,108-0503,108-0504,48.51,12,8.44,33.68,7.66,NA,3.04,5.94,6.56,
6/25/21,LowerParadise,GP,900215000822636,NA,N,M,Y,NA,0,0,14.9,WE,R,30,RF,284,A,108-0507,108-0508,93.92,23.38,14.06,65.86,15.04,5.66,4.38,11.31,11.13,
6/25/21,LowerParadise,GP,900215000822655,NA,N,U,Y,NA,0,0,2.3,WE,R,22,PL,263,L,108-0505,108-0506,49.24,13.7,9.53,34.22,7.95,2.13,3.94,6.27,6.56,
6/25/21,LowerParadise,GP,900215000822610,NA,N,F,Y,NA,5,4,6.3,WE,R,19,RF,337,A,108-0509,108-0510,70.94,19.09,11.24,50.85,10.73,5.79,6.64,8.94,7.87,
6/25/21,LowerParadise,GP,900215000822624,NA,N,M,Y,NA,2,0,17.3,T,R,45,RF,340,A,108-0511,108-0512,99.98,23.94,14.38,68.32,14.09,3.66,NA,12.12,11.87,
6/25/21,LowerParadise,GP,900113001674787,NA,O,U,N,NA,5,0,4.8,T,R,45,RF,403,L,108-0513,NA,62.48,16.87,10.91,41.88,9.58,4.25,3.65,8.41,NA,
6/25/21,LowerParadise,GP,900215000823099,NA,O,U,N,NA,5,0,5.6,T,R,22,PL,400,L,108-0514,NA,60.35,15.18,11.21,42.25,10.39,3.28,2.8,9.13,NA,
6/25/21,LowerParadise,GP,900215000823091,NA,O,F,N,NA,5,0,7.5,T,R,34,RF,413,A,108-0515,NA,77.54,18.95,12.04,54.75,12.02,3.34,5.45,9.27,NA,
6/25/21,LowerParadise,GP,900215000822629,NA,N,U,Y,35,0,0,0.9,T,R,32,RF,402,L,108-0516,108-0517,35.48,9.87,6.73,23.81,5.53,2.23,2.62,4.27,4.67,
6/25/21,LowerParadise,GP,900215000822674,NA,N,U,Y,NA,0,0,3.6,T,R,15,RF,401,L,108-0518,108-0519,59.41,14.66,9.32,43.27,9.88,4.17,4.76,6.57,6.99,
6/25/21,LowerParadise,GP,999002018052516,NA,O,F,Y,NA,0,0,7.4,T,R,30,RF,425,A,108-0520,NA,76.48,21.29,12.23,52.4,11.12,5.39,3.18,8.98,NA,
6/25/21,LowerParadise,EB,NA,NA,N,U,N,38,0,0,0.8,WE,R,16,PL,415,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/25/21,LowerParadise,GP,900113001674053,NA,O,F,Y,NA,0,0,9.4,T,R,30,PL,490,A,108-0521,NA,77.23,22.14,12.87,53.72,12.41,5.15,3.64,10.28,NA,
6/25/21,LowerParadise,DF,NA,NA,N,M,N,48,0,0,2.4,WE,R,33,PL,445,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DIDN'T WANT TO TAG
6/25/21,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,20,PL,62,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/25/21,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,10,RF,75,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/25/21,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,35,PL,336,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/25/21,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,41,PL,500,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/25/21,LowerParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,28,PL,357,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/26/21,LowerZigZag,GP,900215000822637,NA,N,U,Y,NA,0,0,2.0,T,R,32,RF,161,L,108-0522,108-0523,48.2,11.13,8.26,34.54,7.56,3.69,4.34,5.39,4.21,
